taxid,genome_size,species_name
2744479,3973578,Flocculibacter collagenilyticus
28026,2245999,Bifidobacterium pseudocatenulatum
282669,3242921,Psychrobacter cibarius
2851645,3677164,Microbacterium sp. SSW1-49
2881337,4504751,Microvirga lenta
2954117,4345403,Candidatus Rhodoblastus alkanivorans
2975482,7639302,Paenibacillus sp. SS4
298794,7433592,Methylobacterium variabile
299152,6250219,Micromonospora siamensis
299480,2999756,Piscibacillus salipiscarius
2995304,13228663,Nannocystis sp. fl3
340414,33470809,Aspergillus fumigatiaffinis
386892,4036723,Frondihabitans australicus
426,4962262,Methylosinus trichosporium
428,3785845,Methylosinus sporium
433660,4856512,Nocardioides halotolerans
435,3690768,Acetobacter aceti
53345,2988928,Enterococcus durans
53346,3504528,Enterococcus mundtii
53356,4023595,Terracoccus luteus
57001,4829273,Amaricoccus macauensis
75695,4257672,Umezakia ovalisporum
75736,9561028,Starmerella bombicola
84030,4662871,Lacrimispora saccharolytica
84031,3753752,Clostridium sartagoforme
84032,4731216,Pseudoclostridium thermosuccinogenes
84096,4979656,Gordonia alkanivorans
84109,2102748,Slackia exigua
927787,4.51E+06,Microbulbifer mangrovi
1562970,2666710,Fermentimonas caenicola
1563677,7.05E+06,Streptomyces sp. SCA2-2
156406,2890090,uncultured spirochete
1564113,4643689,Sphingomonas sp. Ant H11
1564114,5341557,Rhodococcus sp. B7740
1564493,2351845,Pseudoclavibacter sp. CFCC 11306
1564506,4473545,Rhodovulum sp. P5
1564681,2614401,Carnobacterium sp. CP1
156586,3.10E+06,Flavobacteria bacterium BBFL7
156588,3.10E+06,uncultured Verrucomicrobiota bacterium
1565991,5052900,Bacillus sp. X1(2014)
1566022,5380719,Flavobacterium sp. JRM
1566023,5597129,Flavobacterium sp. KMS
1566198,5912071,Pseudomonas sp. NFACC32-1
1566228,6297582,Pseudomonas sp. NFPP24
1566229,5784754,Pseudomonas sp. NFR02
1566230,5275336,Pseudomonas sp. NFPP33
1566231,6353609,Pseudomonas sp. NFPP28
1566235,6734225,Pseudomonas sp. NFIX28
1566239,6748700,Pseudomonas sp. NFACC07-1
1566245,6961590,Pseudomonas sp. NFACC13-1
1566251,4863713,Enterobacter sp. NFIX58
1566258,4697674,Enterobacter sp. NFIX59
1566259,5513740,Enterobacter sp. NFR05
1566261,4750527,Rhizobium sp. NFR12
1566262,6875203,Rhizobium sp. NFR07
1566263,5403036,Rhizobium sp. NFR03
1566264,5624189,Rhizobium sp. NFACC06-2
1566270,7004648,Variovorax sp. EL159
1540221,3169519,Deinococcus sp. YIM 77859
1540872,1184529,Candidatus Gracilibacteria bacterium HOT-871
1540874,895674,SR1 bacterium human oral taxon HOT-345
1541065,7069859,Myxosarcina sp. GI1
1541197,3310887,Planococcus sp. CAU13
1541960,2115618,Candidatus Izimaplasma bacterium HR2
1542468,4801411,Enterobacter sp. UCD-UG_FMILLET
1542965,7894237,Burkholderia sp. MSHR3999
1543706,3988138,Halobacillus sp. BBL2006
1545442,3795776,Nitrincola sp. A-D6
1545443,5962282,Belnapia sp. F-4-1
1545728,6177406,Mycobacterium sp. EPa45
1545915,4090983,Sphingomonas sp. 35-24ZXX
1546029,6346514,Pseudomonas sp. 10-1B
1547437,5483543,Hoeflea sp. BAL378
1547516,3945173,Luteimonas sp. FCS-9
1547578,3417034,Geobacillus sp. BCO2
1548123,3315400,Pusillimonas sp. T2
1548149,1928308,Helicobacter sp. MIT 05-5293
1548601,5147452,Bacillus sp. B15-48
1548750,2808701,Anoxybacillus sp. BCO1
1548889,5745566,Oceanicella sp. SM1341
1549810,5655736,Microvirga sp. BSC39
1549812,5326161,Massilia sp. BSC265
1550035,7736999,Streptomyces sp. NBRC 109706
1550073,3694812,Sphingomonas sp. 37zxx
1550230,5016009,Modestobacter sp. DSM 44400
1550233,4044261,Blastococcus fimeti
1550235,3945418,Clostridium sp. KNHs216
1550240,3403093,Thermoanaerobacterium sp. RBIITD
1550401,1441181,marine actinobacterium MedAcidi-G2B
1552121,6386310,Leptolyngbya sp. NIES-2104
1553459,6441608,Pseudomonas sp. B329
155894,6389872,Chroococcidiopsis sp. CCMEE 29
155925,3.40E+06,Nitrosospira sp. NRS527
1559339,4897710,Chitinimonas sp. BJB300
1560195,6386165,Janthinobacterium sp. BJB301
1560339,4763114,Enterobacter sp. E20
1561024,4979827,Erwinia sp. B116
1561025,3874627,Persicobacter sp. CCB-QB2
1561068,3917814,Acinetobacter sp. neg1
1561194,4921614,Dyella sp. EPa41
1561195,5706609,Paenibacillus sp. EPM92
1561204,6002354,Labrenzia sp. OB1
1561217,3913495,Acinetobacter sp. A47
1561224,6289500,Rhodococcus sp. IITR03
1562256,3936672,Kurthia sp. 3B1D
153949,3171591,Nitrosomonas sp. JL21
1539143,7069237,Cupriavidus sp. SHE
1539142,7926600,Cupriavidus sp. IDO
1538295,5020969,Aquabacterium sp. NJ1
1538547,5143417,Candidatus Lokiarchaeum sp. GC14_75
1538552,3.62E+06,Clostridium sp. NCR
1538644,6271240,Sphingobacterium sp. ML3W
1538656,3743932,Cellulomonas sp. APG4
1539062,2744436,Sulfurovum sp. AS07-7
1539064,2643792,Sulfurovum sp. FS06-10
1539065,2543982,Sulfurovum sp. FS08-3
1535203,4819796,Enterobacter sp. KINAN-G
1535287,4684258,Devosia sp. 17-2-E-8
1535623,7393685,Pseudomonas sp. AP19
1535632,6769133,Pseudomonas sp. AP42
1535751,2.88E+06,Anoxybacillus sp. KU2-6(11)
1535,2764420,[Clostridium] leptum
153609,26663261,Moniliophthora perniciosa
1536651,3035900,Desulfosporosinus sp. Tol-M
1536652,4.21E+06,Desulfobulbus sp. Tol-SR
1536771,7717890,Paenibacillus sp. FSL R5-0912
1536772,7254367,Paenibacillus sp. FSL R7-0273
1537265,3406610,Halorubrum sp. SP3
1537276,6386530,Janthinobacterium sp. HH104
1537278,6309957,Janthinobacterium sp. HH106
1537279,6155876,Janthinobacterium sp. HH107
1537504,2330607,Porphyromonas sp. COT-108 OH1349
1537702,6752712,Delftia sp. 670
1537715,3118428,Sphingopyxis sp. MWB1
1537797,7945032,Streptomyces sp. B15
1537917,2107395,Sulfuricurvum sp. MLSB
1538095,6835230,Cupriavidus sp. D384
1534747,4.77E+06,Sporomusa sp. GT1
153152,1733110,uncultured Lactobacillus sp.
1531959,3735667,Desulfotomaculum sp. BICA1-6
1531961,4745667,Peptococcaceae bacterium BICA1-7
1531962,3976663,Peptococcaceae bacterium BICA1-8
1531963,2967920,Comamonadaceae bacterium BICA1-1
1532555,3475610,Brevundimonas sp. DS20
1532557,6476495,Achromobacter sp. RTa
1532905,4888410,Paenibacillus sp. CAA11
1534409,4647008,Arthrobacter sp. MWB30
1520823,3721622,Lachnospiraceae bacterium NE2001
1520825,3145544,Lachnospiraceae bacterium XPB1003
1520826,3521027,Lachnospiraceae bacterium XBB2008
1520827,2721984,Lachnospiraceae bacterium XBB1006
1520828,3242758,Lachnospiraceae bacterium YSD2013
1520829,1784900,Peptostreptococcaceae bacterium pGA-8
1520830,2798681,Prevotellaceae bacterium HUN156
1521117,9431171,Corallococcus sp. EGB
1521187,4770266,Chloroflexus sp. MS-G
1521768,5945179,Bradyrhizobium sp. WD16
1522072,4459791,Sphingobium sp. ba1
1522141,5496476,Rhodococcus sp. Br-6
1522316,7130785,bacterium YEK0313
1522755,8639978,Streptomyces sp. ADI91-18
1522757,8410972,Streptomyces sp. ADI93-02
1522760,6.99E+06,Streptomyces sp. ADI96-02
1522,4444920,[Clostridium] innocuum
1523415,4382271,Sphingomonas sp. AAP5
1523416,4145010,Blastomonas sp. AAP25
1523417,4461984,Bosea sp. AAP35
1523418,5784559,alpha proteobacterium AAP38
1523420,4875399,Rhizobium sp. AAP43
1523421,5104122,beta proteobacterium AAP51
1523422,2966829,Brevundimonas sp. AAP58
1523423,3253737,Porphyrobacter sp. AAP60
1523425,4232088,Novosphingobium sp. AAP83
1523427,4267112,Novosphingobium sp. AAP93
1523428,3858517,beta proteobacterium AAP99
1523429,4578541,Rhizobium sp. AAP116
1523430,6161026,Rhodopseudomonas sp. AAP120
1523432,3450043,alpha proteobacterium AAP81b
1523503,4796777,Pseudomonas sp. ML96
1524267,6246661,Pseudomonas sp. BRG-100
1524337,739936,Mycoplasmataceae bacterium RC_NB112A
152489,1534953,Helicobacter sp. MIT 99-5507
1524976,2.34E+06,Pasteurellaceae bacterium Orientalotternb1
152509,2336300,uncultured Bacteroidetes bacterium
1525752,662952,Mycoplasmataceae bacterium CE_OT135
1525753,7799375,Streptomyces sp. JS01
1526743,4809062,Pantoea sp. NGS-ED-1003
1526917,3455373,Chitinibacter sp. GC72
1526927,3199864,Planococcus sp. PAMC 21323
1527298,660226,SAR11 cluster bacterium PRT-SC02
1527299,906655,Psychromonas sp. PRT-SC03
1527300,1722565,Marinosulfonomonas sp. PRT-SC04
1528098,1917564,Rickettsiales bacterium Ac37b
1528773,6355622,Janthinobacterium sp. AD80
1529005,4344434,Gemmobacter sp. LW-1
1529006,6694283,Mesorhizobium sp. 1M-11
1529117,3545051,Bacillus sp. 165
1529318,4367160,Cryobacterium sp. MLB-32
1530,5168057,Clostridium carnis
1506586,2900053,Methylophilus sp. Q8
1506994,4.47E+06,Butyrivibrio sp. AE3004
1506,2976790,Clostridium sp.
1507807,2943090,Acinetobacter idrijaensis
1508404,4119509,Jeotgalibacillus malaysiensis
1509403,3123428,Acinetobacter sp. HR7
1509405,4634501,Pseudorhizobium pelagicum
1509431,1.43E+07,Candidatus Magnetomorum sp. HK-1
1509483,4833310,Flectobacillus sp. BAB-3569
1510026,9724482,Streptomyces sp. F001
1510041,5570156,Rhizobium sp. H41
1416886,5532918,Achromobacter sp. HZ01
1419739,4990574,Shewanella sp. TC10
1419814,2041142,Streptococcus sp. VT 162
1419876,4067409,Blastomonas sp. CACIA14H2
1423321,4148080,Bacillus sp. SJS
142585,8428389,Bradyrhizobium sp. C9
1427391,7875033,Saccharothrix sp. ST-888
142831,48621035,Coremiostelium polycephalum
1429438,9695168,Candidatus Entotheonella factor
1429439,9947785,Candidatus Entotheonella gemina
1429873,4411582,Xenorhabdus sp. NBAII XenSa04
1429916,5085524,Afipia sp. P52-10
1431688,6305354,Thiohalocapsa sp. ML1
1432056,2393449,Mannheimia sp. USDA-ARS-USMARC-1261
1432786,5555112,Rhodococcus sp. BUPNP1
1433126,3149227,Mucinivorans hirudinis
1433844,3.02E+06,Prevotella sp. HJM029
143393,1529470,[Eubacterium] sulci
1434100,4211468,Methanosarcina sp. MTP4
1434328,2226224,Petrotoga sp. 9PWA.NaAc.5.4
1434822,3260975,Actinomycetales bacterium JB111
1434837,7067986,Nocardiopsis sp. JB363
1434839,4076834,Pseudoalteromonas sp. JB197
1434842,4401704,Sphingobacterium sp. JB170
1434937,4642016,Chitinimonas prasina
1435068,5429264,Gordonia sp. HS-NH1
1435607,4259791,Rhizobium sp. Khangiran2
1435643,4.57E+06,Mucilaginibacter sp. UR6-1
1395607,5.47E+06,Bordetella genomosp. 1
1395608,5255900,Bordetella genomosp. 5
1395624,2139666,Francisella sp. LA112445
1395637,6642621,Novosphingobium sp. HR1a
1395955,8515767,Solirubrobacter taibaiensis
1396141,7795129,Haloferula sp. BvORR071
1396418,8576512,Verrucomicrobium sp. BvORR034
1396858,3559739,Marinobacter sp. ES-1
1396859,4126405,Marinobacter sp. C1S70
1397278,3123278,Leucobacter sp. PH1c
1397280,6368146,Pseudomonas sp. H1h
1397282,7430140,Pseudomonas sp. PH1b
1397525,3440295,Acinetobacter sp. COS3
1397528,3668536,Halomonas sp. PBN3
1397533,3979725,Marinobacter sp. EN3
1399969,9505673,Caballeronia megalochromosomata
1400053,2657245,Bacteroidales bacterium CF
1400865,2710834,Synechococcus sp. BIOS-U3-1
1403320,6056039,Alteromonadaceae bacterium 2753L.S.0a.02
1403540,5921097,Halomonas sp. BC04
1403819,8693933,Verrucomicrobium sp. BvORR106
1403932,2701966,Veillonella sp. DORA_A_3_16_22
1403933,634746,Veillonella sp. DORA_B_18_19_23
1403934,544148,Leuconostoc sp. DORA_2
1403935,1490671,Staphylococcus sp. DORA_6_22
1403937,1913351,Streptococcus sp. DORA_10
1403938,336576,Propionibacterium sp. DORA_15
1404429,11093179,Bradyrhizobium sp. 2S1
1404443,8636450,Bradyrhizobium sp. 41S5
1404741,6119030,Tardiphaga sp. 37S4
1406877,4.73E+06,Algoriphagus sp. AK58
1407071,4113410,Acinetobacter sp. TGL-Y2
1407559,6555505,Glycomyces fuscus
1407650,3180043,Synechococcus sp. NKBG15041c
1408164,2859706,Betaproteobacteria bacterium MOLA814
1408192,3597247,Tatumella sp. UCD-D_suzukii
1510197,6922703,Streptomyces sp. PT12
1510531,5613335,Bosea sp. UNC402CLCol
151276,2877633,Bacteroides coprosuis
1513297,4437403,Leptospira sp. GIMC2001
1513354,4314475,Acinetobacter sp. MN12
1514668,4207177,Ruminococcus sp. HUN007
1514894,3033468,Acetobacter sp. DsW_063
1515610,5325865,Prauserella sp. Am3
1515613,1961776,Porphyromonas sp. COT-239 OH1446
1515615,2343073,Porphyromonas sp. COT-290 OH860
1515617,2.29E+06,Porphyromonas sp. COT-290 OH3588
1516,2651920,Thermoanaerobacter thermohydrosulfuricus
1517551,3637071,Sphingomonas sp. HMP6
1517554,4003418,Sphingomonas sp. HMP9
1517682,2392483,Porphyromonadaceae bacterium COT-184 OH4590
1517683,4628764,Chryseobacterium sp. P1-3
1517881,3727087,Cellulosimicrobium sp. CUA-896
1517899,3225001,Kytococcus sp. CUA-901
1517936,5798893,Rhodococcus sp. CUA-806
1517939,3521025,Serinicoccus sp. CUA-874
1519190,7.36E+06,Massilia sp. JS1662
1519438,2.77E+06,Eubacterium sp. ER2
1519439,2078640,Oscillibacter sp. ER4
1519490,9338462,Streptomyces sp. NRRL WC-3618
1519492,9869396,Nocardia sp. NRRL S-836
1519494,6706172,Nocardiopsis sp. NRRL B-16309
1520801,3660320,Pseudobutyrivibrio sp. ACV-2
1520806,3254604,Butyrivibrio sp. INlla18
1520808,4194792,Butyrivibrio sp. INlla14
1520810,3697154,Butyrivibrio sp. Su6
1520812,4587896,Butyrivibrio sp. YAB3001
1520813,3905170,Paracoccus sp. SM22M-07
1520815,2636013,Ruminococcaceae bacterium D5
1520816,2673997,Ruminococcaceae bacterium YAD3003
1520817,3758243,Ruminococcaceae bacterium FB2012
1520819,3010384,Ruminococcaceae bacterium YRB3002
1520820,2481137,Lachnospiraceae bacterium XBD2001
1520821,2511579,Lachnospiraceae bacterium A10
1520822,2946042,Lachnospiraceae bacterium C10
1497953,1864012,Bacteroidales bacterium KA00251
1497954,3036377,Bacteroidales bacterium KA00344
1497974,4842186,Georgenia sp. SUBG003
1499107,3193529,Smithella sp. SCADC
1499966,7149907,Candidatus Moduliflexus flocculans
1499967,8384694,Candidatus Vecturithrix granuli
1500263,9023533,Burkholderia sp. WP9
1500264,6901809,Rhizobacter sp. OV335
1500285,5403181,Chryseobacterium sp. OV279
1500302,5543492,Pseudomonas sp. Snoq117.2
1500893,4485268,Luteibacter sp. 9135
1500894,5710276,Massilia sp. 9096
1500895,4254300,Erwinia sp. 9145
1501691,3278660,Acinetobacter sp. YZS-X1-1
1502724,4202858,Devosia sp. LC5
1502746,6539402,Methylobacterium sp. 275MFSha3.1
1502747,6434396,Methylobacterium sp. UNC300MFChir4.1
1502748,6358020,Methylobacterium sp. UNC378MF
1502749,7437219,Methylobacterium sp. 174MFSha1.1
1502753,7365448,Paenibacillus sp. UNC496MF
1502758,4182970,Luteibacter sp. UNCMF366Tsu5.1
1502759,6712432,Methylobacterium sp. UNCCL125
1502760,4124669,Luteibacter sp. UNCMF331Sha3.1
1502762,6421258,Janthinobacterium sp. RA13
1502763,5251611,Ralstonia sp. UNCCL144
1502770,2641989,Methylotenera sp. L2L1
1502773,3853880,Curtobacterium sp. UNCCL20
1502774,4.22E+06,Luteibacter sp. UNC138MFCol5.1
1502775,4191910,Caulobacter sp. UNC279MFTsu5.1
1502776,6353721,Methylobacterium sp. 13MFTsu3.1M2
1408282,3497407,Geobacillus sp. MAS1
1408303,5035345,Bacillus sp. MB2021
1408304,4089922,Butyrivibrio sp. FCS014
1408306,4362523,Butyrivibrio sp. MC2021
1408310,3384011,Prevotella sp. MA2016
1408311,4166765,Oribacterium sp. FC2011
1408313,2883069,Selenomonas sp. FC4001
1408890,3.87E+06,Rhodobacter sp. CACIA14H1
1409,3925110,Bacillus sp. (in: firmicutes)
1410610,3407272,Butyrivibrio sp. NC2002
1410611,4528646,Butyrivibrio sp. WCE2006
1410612,3697107,Oribacterium sp. P6A1
1410617,2404446,Ruminococcus sp. FC2018
1410618,2867049,Selenomonas sp. ND2010
1410619,5273532,Serratia sp. DD3
1410620,7.68E+06,Shinella sp. DD12
1411316,4260790,Pedobacter sp.
1411685,2605026,Gammaproteobacteria bacterium MOLA455
1386078,5102044,Pseudomonas sp. EGD-AK9
1386079,4276451,Alcaligenes sp. EGD-AK7
1386941,2451974,Synechococcus sp. MVIR-18-1
1388318,2286991,Staphylococcus sp. M0480
1389004,4190786,Sulfitobacter sp. SK011
1389005,5176795,Sulfitobacter sp. SK012
1389192,7820821,Cupriavidus sp. USMAHM13
1390361,4834336,Ochrobactrum sp. EGD-AQ16
1390395,3938206,Sphingomonas sp. LK11
1391375,3932782,Sphingomonas sp. A2-49
1391647,3113901,Clostridium sp. Ade.TY
1392486,3318148,Prevotella sp. HUN102
1392487,2301752,Eubacterium sp. AB3007
1392488,4140757,Flavimarina sp. Hel_I_48
1392489,4281274,Leeuwenhoekiella sp. MAR_2009_132
1392490,4106053,Sediminibacter sp. Hel_I_10
1392836,3201622,Lachnospiraceae bacterium TWA4
1394709,1177760,candidate division SR1 bacterium RAAC1_SR1_1
1394711,845464,Candidatus Saccharibacteria bacterium RAAC3_TM7_1
1394712,693530,Parcubacteria bacterium RAAC4_OD1_1
1370120,4473234,Mycobacterium sp. UM_WGJ
1378066,5234993,Chroococcidiopsis sp. TS-821
1378073,4685699,Enterobacter sp. CC120223-11
1378077,5318565,Rhizobium sp. UGM030330-04
1378084,5118812,Pantoea sp. GL120224-02
1378087,4472669,Stenotrophomonas sp. CC22-02
1378090,4671339,Stenotrophomonas sp. CC120223-11
1378168,3665928,Firmicutes bacterium ASF500
1379700,4400901,Sphingomonas sp. STIS6.2
1379701,3887659,Sphingomonas sp. FUKUSWIS1
1379702,2029766,Methanobacterium sp. MB1
1379909,4143738,Rufibacter sp. DG15C
1380352,7193102,Bradyrhizobium sp. URHA0013
1380354,4210445,Cellulomonas sp. URHE0023
1380355,6793945,Bradyrhizobium sp. URHD0069
1380356,5177578,Blastococcus sp. URHD0036
1380357,8179139,Rhodospirillales bacterium URHD0017
1380362,5099085,Ralstonia sp. UNC404CL21Col
1380368,3226563,Acinetobacter sp. UNC436CL71CviS28
1380386,7485871,Mycobacterium sp. URHB0044
1380388,4560838,Nocardioides sp. URHA0032
1380389,2785891,Sphingomonas sp. URHD0057
1380392,4684622,Nocardioides sp. URHA0020
1380412,4669456,Devosia sp. DBB001
1380707,5298876,Sphaerospermopsis sp. LEGE 00249
1380770,5961647,Streptomycetaceae bacterium MP113-05
1381123,4143240,Aliihoeflea sp. 2WW
1381596,3815107,Marinimicrobium sp. LS-A18
1381597,5739859,Sphingomonas sp. ERG5
1381751,3863615,Brevibacterium sp. VCM10
1382305,3633869,Sporosarcina sp. D27
1382345,8065497,Flammeovirga sp. OC4
1384060,6262348,Rhodococcus sp. P27
1384076,2690895,Corynebacterium sp. DNF00584
1384078,2825213,Prevotella sp. DNF00663
1384081,1664293,Veillonella sp. DNF00869
1384082,1729361,Veillonellaceae bacterium DNF00751
1384636,5747287,Rhodococcus sp. HS-D2
1385594,5.82E+06,Burkholderia sp. TSV86
1385625,7148600,Thiohalocapsa sp. PB-PSB1
1385664,4.36E+06,Hymenobacter sp. DG25B
1385763,3247320,Novosphingobium sp. Chol11
1385935,8064168,Leptolyngbya sp. Heron Island J
1345115,2034350,Candidatus Hartigia pinicola
1345498,5484551,Agrobacterium sp. MS2
134605,1797919,Fusobacterium equinum
1346287,5643878,Halomonas sp. A3H3
1347086,5282259,Bacillus sp. EB01
1347087,4006766,Paucisalibacillus sp. EB02
1349436,7221625,Paenibacillus sp. P46E
1349605,6804661,Aquabacterium sp. A7-Y
1349799,4536359,Rhizobium sp. C1
1349800,5220879,Rhizobium sp. C4
1349818,3380881,Herminiimonas sp. CN
1349819,5203346,Aureimonas sp. AU20
1350776,3321310,Brevundimonas sp. G8
1352374,4146682,Ruminococcus sp. YE78
1353260,3430706,Candidatus Nitrosocosmicus oleophilus
1353529,3650096,Bacteriovorax sp. BSW11_IV
1353530,3000969,Bacteriovorax sp. DB6_IX
1354301,4776227,Clostridium sp. BL8
1354889,10274825,Streptomyces sp. MUSC 14
1356299,2.00E+06,Ferrovum sp. JA12
